subject_id,T1_1 Country,T1_1 County,T1_1 State/Province,T3_1 Locality,T4_1 Other Notes,T6_1 Collector,T8_1 Begin Month,T9_1 Begin Day,T10_1 Begin Year,T13_1 End Month,T14_1 End Day,T15_1 End Year,T19_1 Associated Plant or Plant Host,T20_1 Trap Type,T21_1 Determined By (Det. as),T22_1 Date of Determination,T23_1 Sex,T26_1 Elevation,Filename
81434137,United States of America,Los Angeles,California,"Sta Monica Mts., Sm. Cyn.",Andrena (Plastandrena) prunorum prunorum; U.C.L.A.Coll. Accessioned L.A.C.M. 1965,A. Strong,3 - March - III,8,,,,,,,,,,,LACMENT593491_had_lbs.jpg
81434138,United States of America,Los Angeles,California,S. Alhambra,Andrena (Plastandrena) prunorum prunorum; U.C.L.A.Coll. Accessioned L.A.C.M. 1965,A. Strong,3 - March - III,5,1957,,,,,,,1965,,,LACMENT593492_had_lbs.jpg
81434139,United States of America,Inyo,California,Shepherd Creek near Manzanar,Andrena (Plastandrena) prunorum prunorum; U.C.L.A.Coll. Accessioned L.A.C.M. 1965,Hogue,4 - April - IV,23,1955,,,,,,,,,,LACMENT593493_had_lbs.jpg
81434140,United States of America,Inyo,California,Shepherd Creek near Manzanar,Andrena (Plastandrena) prunorum prunorum; U.C.L.A.Coll. Accessioned L.A.C.M. 1965,"Hogue , U. C. L. A.",4 - April - IV,23,1955,,,,,,L. A. C. M.,1965,,,LACMENT593494_had_lbs.jpg
81434141,United States of America,Los Angeles,California,Westwood Hills,Andrena (Plastandrena) prunorum prunorum; U.C.L.A.Coll. Accessioned L.A.C.M. 1965,B. Markley,4 - April - IV,12,1953,4 - April - IV,12,1953,,,,,,,LACMENT593495_had_lbs.jpg
81434142,United States of America,Los Angeles,California,Westwood Hills,Andrena (Plastandrena) prunorum prunorum; U.C.L.A.Coll. Accessioned L.A.C.M. 1965,B Markley,4 - April - IV,12,1953,,,,,,,,,,LACMENT593496_had_lbs.jpg
81434143,United States of America,Los Angeles,California,Westwood Hills,Andrena (Plastandrena) prunorum prunorum; U.C.L.A.Coll. Accessioned L.A.C.M. 1965,B Markley,4 - April - IV,12,1953,,,,,,,,,,LACMENT593497_had_lbs.jpg
81434145,United States of America,Modoc,California,"Cedarville, 5.2 mi. NW.",Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) prunorum Cockerell,"R. R. Snelling, R. A. Snelling",6 - June - VI,12,1969,,,,,,W. E. LaBerge,,,6500',LACMENT593498_had_lbs.jpg
81434147,United States of America,Los Angeles,California,"Pearblossom, 3 mi. S.",Andrena (Plastandrena) prunorum prunorum,J.A. Robertson,3 - March - III,14,1966,,,,,,W. E. LaBerge,March / 14 / 1966,,,LACMENT593499_had_lbs.jpg
81434150,United States of America,Los Angeles,California,"Pearblossom, 3 mi. S.",Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) prunorum Cockerell,J.A. Robertson,3 - March - III,14,1966,,,,,,W.E. LaBerge,66,,3 mi,LACMENT593500_had_lbs.jpg
81434151,United States of America,Los Angeles,California,"Pearblossom, 3 mi. S.",Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) prunorum Cockerell,J. A. Robertson,3 - March - III,14,1966,,,,,,W. E. LaBerge,,,,LACMENT593501_had_lbs.jpg
81434153,United States of America,Los Angeles,California,"Pearblossom, 3 mi. S.",Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) prunorum Cockerell,J.A. Robertson,3 - March - III,14,1966,,,,,,W. E. LaBerge,,,,LACMENT593502_had_lbs.jpg
81434154,United States of America,Los Angeles,California,8 mi. W. Wrightwood,Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) prunorum Cockerell,D Levin,6 - June - VI,29,1968,6 - June - VI,29,1968,,,W. E. LaBerge,,,9000',LACMENT593503_had_lbs.jpg
81434156,United States of America,Tulare,California,Three Rivers,Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) prunorum Cockerell,D. P. Levin,5 - May - V,9,1970,,,,,,W. E. LaBerge,1970,,,LACMENT593504_had_lbs.jpg
81434157,United States of America,Los Angeles,California,Long Beach,"Andrena (Plastandrena) prunorum prunorum; Andrena (Schizandrena) prunorum mariformis Cockerell, 1916",R. J. Hamton,2 - February - II,12,1967,12 - December - XII,2,1967,Brassica,,R. Hamton,1967,♂,,LACMENT593505_had_lbs.jpg
81434158,United States of America,Los Angeles,California,Long Beach,,R.J. Hamton,2 - February - II,12,1967,,,,Brassica,,,12-2-1967,,,LACMENT593506_had_lbs.jpg
81434160,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,12,1967,,,,Brassica,,,,,,LACMENT593507_had_lbs.jpg
81434161,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,12,1967,,,,Brassica,,,,,,LACMENT593508_had_lbs.jpg
81434163,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,12,1967,,,,Brassica,,,1967,,,LACMENT593509_had_lbs.jpg
81434164,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,12,1967,,,,Brassica,,R.J. Hamton,,,,LACMENT593510_had_lbs.jpg
81434165,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R. J. Hamton,2 - February - II,12,1967,,,,Brassica,,,,,,LACMENT593511_had_lbs.jpg
81434166,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,12,1967,,,,Brassica,,R.J. Hampton,12/2/67,,,LACMENT593512_had_lbs.jpg
81434167,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,12,1967,2 - February - II,12,1967,Brassica,,,,,,LACMENT593513_had_lbs.jpg
81434168,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R. J. Hamton,2 - February - II,12,1967,2 - February - II,12,1967,Brassica,,,,,,LACMENT593514_had_lbs.jpg
81434169,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,12,1967,,,,Brassica,,,,,,LACMENT593515_had_lbs.jpg
81434170,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R. J. Hamton,2 - February - II,12,1967,,,,Brassica,,,12 / 2 / 1967,,,LACMENT593516_had_lbs.jpg
81434171,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,12,1967,,,,Brassica,,No show,67,,,LACMENT593517_had_lbs.jpg
81434172,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,12,1967,2 - February - II,12,1967,Brassica,,,,,,LACMENT593518_had_lbs.jpg
81434173,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,12,1967,,,,Brassica,,,,,,LACMENT593519_had_lbs.jpg
81434174,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,12,1967,,,,Brassica,,,,,,LACMENT593520_had_lbs.jpg
81434176,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,12,1967,,,,Brassica,,,,,,LACMENT593521_had_lbs.jpg
81434177,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,12,1967,,,,Brassica,,,,,,LACMENT593522_had_lbs.jpg
81434179,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,22,1967,2 - February - II,22,1967,Brassica,,,,♂,,LACMENT593523_had_lbs.jpg
81434180,United States of America,Los Angeles,California,Little Rock Dam,Andrena (Plastandrena) prunorum prunorum,J.P. & K.E. Donahue,4 - April - IV,1,1972,,,,,,,,,,LACMENT593524_had_lbs.jpg
81434181,United States of America,Los Angeles,California,Little Rock Dam,Andrena (Plastandrena) prunorum prunorum,J.P. & K.E. Donahue,4 - April - IV,1,1972,,,,,,,April 1 1972,,,LACMENT593525_had_lbs.jpg
81434183,United States of America,Los Angeles,California,Little Rock Dam,Andrena (Plastandrena) prunorum prunorum,M. Williams,4 - April - IV,24,,,,,no show,,unknown,unknown,,,LACMENT593526_had_lbs.jpg
81434184,United States of America,Orange,California,Silverado Cyn.,Andrena (Plastandrena) prunorum prunorum,G.R. Noonan,Not shown,,,12 - December - XII,31,2022,,,G.R.Noonan,,,,LACMENT593527_had_lbs.jpg
81434186,United States of America,Los Angeles,California,L.A. State College,Andrena (Plastandrena) prunorum prunorum; Andrena prunorum mariformis Ckll.,C. Goodpasture,3 - March - III,11,1966,,,,Andrena (Plastandrena) prunorum prunorum,,R. R. Snelling,'66,♂,400 ft.,LACMENT593528_had_lbs.jpg
81434188,United States of America,Los Angeles,California,L. A. State College,Andrena (Plastandrena) prunorum prunorum,C. Goodpasture,3 - March - III,11,1966,,,,,,,11 / March / 1966,,400 ft.,LACMENT593529_had_lbs.jpg
81434189,United States of America,Los Angeles,California,L.A. State College,Andrena (Plastandrena) prunorum prunorum,,3 - March - III,12,1966,,,,,,,,,400 ft.,LACMENT593530_had_lbs.jpg
81434191,United States of America,Los Angeles,California,L.A. State College,Andrena (Plastandrena) prunorum prunorum,C. Goodpasture,3 - March - III,11,1966,,,,,,,,,400 ft.,LACMENT593531_had_lbs.jpg
81434194,United States of America,Los Angeles,California,L.A. State College,Andrena (Plastandrena) prunorum prunorum,C. Goodpasture,3 - March - III,11,1966,,,,,,,,,400 ft.,LACMENT593532_had_lbs.jpg
81434196,United States of America,Los Angeles,California,L. A. State College,Andrena (Plastandrena) prunorum prunorum,C. Goodpasture,3 - March - III,11,1966,,,,,,,,,400 ft.,LACMENT593533_had_lbs.jpg
81434198,United States of America,Los Angeles,California,L.A. State College,Andrena (Plastandrena) prunorum prunorum,C. Goodpasture,3 - March - III,11,1966,,,,,,,,,400 ft.,LACMENT593534_had_lbs.jpg
81434199,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,22,1967,2 - February - II,22,1967,Brassica,,R.J. Hamton,2/22/67,♂,,LACMENT593535_had_lbs.jpg
81434200,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,22,1967,,,,Brassica,,,,♂,,LACMENT593536_had_lbs.jpg
81434201,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,22,1967,,,,Brassica,,,,♂,,LACMENT593537_had_lbs.jpg
81434202,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,22,1967,,,,Brassica,,,,♂,,LACMENT593538_had_lbs.jpg
81434203,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,22,1967,,,,Brassica,,,,♂,,LACMENT593539_had_lbs.jpg
81434204,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R. J. Hamton,2 - February - II,22,1967,,,,Brassica,,,,♂,,LACMENT593540_had_lbs.jpg
81434205,United States of America,Los Angeles,California,"Pearblossom, 6 mi. SE.",Andrena (Plastandrena) prunorum prunorum,R.R. Snelling,3 - March - III,16,1972,,,,,,,16 / March / 1972,,3500',LACMENT593541_had_lbs.jpg
81434206,United States of America,Los Angeles,California,"Pearblossom, 6 mi. SE.",Andrena (Plastandrena) prunorum prunorum,R.R. Snelling,3 - March - III,16,1972,,,,,,,16 / March / 1972,,3500',LACMENT593542_had_lbs.jpg
81434207,United States of America,Los Angeles,California,"Pearblossom, 6 mi. SE.",,R.R. Snelling,3 - March - III,16,1972,,,,,,,,,3500',LACMENT593543_had_lbs.jpg
81434208,United States of America,Los Angeles,California,Little Rock Dam,Andrena (Plastandrena) prunorum prunorum,J. P. & K. E. Donahue,4 - April - IV,1,1972,,,,,,,,,,LACMENT593544_had_lbs.jpg
81434209,United States of America,Los Angeles,California,Little Rock Dam,Andrena (Plastandrena) prunorum prunorum,J.P. & K.E. Donahue,4 - April - IV,1,1972,,,,,,,,,,LACMENT593545_had_lbs.jpg
81434210,United States of America,Los Angeles,California,"Mouth of Eaton Cyn., Altadena",Andrena (Plastandrena) prunorum prunorum; Emgd. III-IV-1972,"R. R. Snelling, T. W. Taylor",,,1972,,,,,,,,,,LACMENT593546_had_lbs.jpg
81434211,United States of America,Los Angeles,California,mouth of eaton canyon,Andrena (Plastandrena) prunorum prunorum; cells collected & opened 31 Nov. 1972,R. R. Snelling & T. W. Taylor,Not shown,Not shown,1972,,,2020,flowers,Net,plastandrena,31 november 1972,♂,,LACMENT593547_had_lbs.jpg
81434212,United States of America,Los Angeles,California,"mouth of Eaton Cyn., Altadena",Andrena (Plastandrena) prunorum prunorum; cells collected & opened 31 Nov. 1972,"R. R. Snelling, T. W. Taylor",Not shown,Not shown,1972,,,,,,,,,,LACMENT593548_had_lbs.jpg
81434213,United States of America,Los Angeles,California,"mouth of Eaton Cyn., Altadena",Andrena (Plastandrena) prunorum prunorum; cells collected & opened 31 Nov. 1972,R. R. Snelling & T. W. Taylor,11 - November - XI,31,1972,,,,,,,31st of November 1972,,,LACMENT593549_had_lbs.jpg
81434214,United States of America,Riverside,California,Gavilan Hills,Andrena (Plastandrena) prunorum prunorum,G.R.Ballmer,4 - April - IV,14,1965,,,,,,,,,,LACMENT593550_had_lbs.jpg
81434215,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,ALMelander,3 - March - III,29,1950,,,,,,,,,,LACMENT593551_had_lbs.jpg
81434216,United States of America,San Bernardino,California,Victorville,LACM ENT 593552,A.L.Melander,5 - May - V,30,1944,,,,,,,05-30-1944,,,LACMENT593552_had_lbs.jpg
81434218,United States of America,Los Angeles,California,Mojave Desert Lancaster,Andrena (Plastandrena) prunorum prunorum,AL Melander,3 - March - III,14,1935,,,,,,,,,,LACMENT593553_had_lbs.jpg
81434220,United States of America,San Bernardino,California,Victorville,Andrena (Plastandrena) prunorum prunorum,A.L. Melander,5 - May - V,30,1944,5 - May - V,30,1944,Andrena (Plastandrena) prunorum prunorum,,,30 May 1944,,,LACMENT593554_had_lbs.jpg
81434222,United States of America,San Bernardino,California,Victorville,Andrena (Plastandrena) prunorum prunorum,A. L. Melander,5 - May - V,30,1944,,,,,,,,,,LACMENT593555_had_lbs.jpg
81434223,United States of America,San Bernardino,California,Victorville,Andrena (Plastandrena) prunorum prunorum,Melander,5 - May - V,30,1944,,,,,,,30 / May / 1944,,,LACMENT593556_had_lbs.jpg
81434225,United States of America,San Bernardino,California,Victorville,Andrena (Plastandrena) prunorum prunorum,Melander,5 - May - V,30,1944,,,,,,,,,,LACMENT593557_had_lbs.jpg
81434227,United States of America,San Diego,California,8 mi.N.Scissors Crossing,Andrena (Plastandrena) prunorum prunorum,P.Estes,5 - May - V,17,1964,,,,on Eriophyllum,,,,,,LACMENT593558_had_lbs.jpg
81434228,United States of America,San Diego,California,8 mi. N. Scissors Crossing,Andrena (Plastandrena) prunorum prunorum,P. Estes,5 - May - V,17,1964,,,,On Eriophyllum,,,1964,,,LACMENT593559_had_lbs.jpg
81434230,United States of America,San Diego,California,8 mi. N. Scissors Crossing,Andrena (Plastandrena) prunorum prunorum,P. Estes,5 - May - V,17,1964,,,,on Eriophyllum,,,,,,LACMENT593560_had_lbs.jpg
81434231,United States of America,San Diego,California,8 mi.N.Scissors Crossing,,P.Estes,5 - May - V,17,1964,,,,on Eriophyllum,,unknown,,,8 mi,LACMENT593561_had_lbs.jpg
81434232,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,4 - April - IV,15,1967,,,,,,,,,,LACMENT593562_had_lbs.jpg
81434233,United States of America,Los Angeles,California,Burbank,Andrena (Plastandrena) prunorum prunorum,,Not shown,Not shown,Not shown,,,,,,,,,,LACMENT593563_had_lbs.jpg
81434234,United States of America,Los Angeles,California,,Not sure if it says the 3rd or the 2nd Andrena (Plastandrena) prunorum prunorum,,3 - March - III,15,1951,,,,,,,,,,LACMENT593564_had_lbs.jpg
81434235,United States of America,Los Angeles,California,,Andrena (Plastandrena) prunorum prunorum,,9 - September - IX,14,1951,,,,,,,,,,LACMENT593565_had_lbs.jpg
81434236,United States of America,Los Angeles,California,JNPHLS,Andrena (Plastandrena) prunorum prunorum,A. Evans,4 - April - IV,8,1972,,,,,,,4/8/72,,,LACMENT593566_had_lbs.jpg
81434237,United States of America,Los Angeles,California,"San Gabriel Mountains, Angeles Crest Sta.",,M. E. Thompson,4 - April - IV,4,1969,,,,,,,4 / IV / 1969,,,LACMENT593567_had_lbs.jpg
81434238,United States of America,Los Angeles,California,"San Gabriel Mountains, Angeles Crest Sta.",Andrena (Plastandrena) prunorum prunorum,M. E.. Thompson,4 - April - IV,4,1969,,,,,,Angeles Crest,1969,,,LACMENT593568_had_lbs.jpg
81434239,United States of America,Los Angeles,California,JNPHLS,Andrena (Plastandrena) prunorum prunorum,A. Evans,4 - April - IV,8,1972,4 - April - IV,8,1972,,,,,,,LACMENT593569_had_lbs.jpg
81434240,United States of America,Idaho,Idaho,Hay Fork,Andrena (Plastandrena) prunorum prunorum,B. W. Howard,7 - July - VII,5,1970,,,,,,,7/5/1970,,,LACMENT593570_had_lbs.jpg
81434241,United States of America,Los Angeles,California,Palos Verdes,Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) prunorum prunorum Cockerell,A. L. Melander,7 - July - VII,15,1945,,,,,,W. E. LaBerge,,,,LACMENT593571_had_lbs.jpg
81434242,United States of America,San Bernardino,California,Victorville,Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) prunorum prunorum Cockerell,A. L. Melander,5 - May - V,30,1944,,,,,,W. E. LaBerge,,,,LACMENT593572_had_lbs.jpg
81434243,United States of America,San Bernardino,California,Victorville,Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) prunorum prunorum Cockerell,A. L. Melander,5 - May - V,30,1944,,,,,,W. E. LaBerge,,,,LACMENT593573_had_lbs.jpg
81434244,United States of America,San Bernardino,California,Victorville,Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) prunorum prunorum Cockerell,Melander,5 - May - V,30,1944,,,,,,W. E. LaBerge,1944,,unknown,LACMENT593574_had_lbs.jpg
81434245,United States of America,Los Angeles,California,1 mi. NW Calabasas Peak Santa Monica Mts.,Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) prunorum prunorum Cockerell,Eric Fisher,3 - March - III,15,1971,,,,,,W. E. LaBerge,"April, 15, 1971",,,LACMENT593575_had_lbs.jpg
81434246,United States of America,Walla Walla,Washington,Walla Walla,Andrena (Plastandrena) prunorum prunorum; Andrena prunorum Ckll.,R. R. Snelling,6 - June - VI,Not shown,1936,,,,,,R. R. Snelling,- / June / 1936,♂,,LACMENT593576_had_lbs.jpg
81434247,United States of America,Los Angeles,California,Van Nuys,Andrena (Plastandrena) prunorum prunorum; Andrena prunorum Ckll.,J. Lyon,3 - March - III,17,1976,,,,,,J. Lyon,III-1976,♂,,LACMENT593577_had_lbs.jpg
81434249,United States of America,Los Angeles,California,Van Nuys,Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) pronorum pronurum Ckll.,J. Lyon,3 - March - III,17,1976,,,,,,J. Lyon,III-1976,♂,,LACMENT593578_had_lbs.jpg
81434251,United States of America,Los Angeles,California,Van Nuys,"ADDITIONAL NOTATION: ""Ckl.""",J. Lyon,3 - March - III,17,1976,,,,,,J. Lyon,III-1976,♂,,LACMENT593579_had_lbs.jpg
81434252,United States of America,Los Angeles,California,Van Nuys,Andrena (Plastandrena) prunorum prunorum; Andrena prunorum Ckl.,J. Lyon,3 - March - III,17,1976,,,,,,J. Lyon,III-1976,♂,,LACMENT593580_had_lbs.jpg
81434253,United States of America,Los Angeles,California,Pacoima Wsh.,Andrena (Plastandrena) prunorum prunorum; Andrenidae sp.,Jack Lyon,5 - May - V,30,1969,,,,,,J. Lyon,,,,LACMENT593581_had_lbs.jpg
81434255,United States of America,Washoe,Nevada,Pyramid L,Andrena (Plastandrena) prunorum prunorum,M G Axtman,6 - June - VI,25,1970,,,,,,,,,,LACMENT593582_had_lbs.jpg
81434256,United States of America,Washoe,Nevada,Pyramid L,Andrena (Plastandrena) prunorum prunorum,M.G. Axtman,6 - June - VI,25,1970,,,,not shown,,not shown,not shown,,,LACMENT593583_had_lbs.jpg
81434258,United States of America,Washoe,Nevada,Pyramid L,Andrena (Plastandrena) prunorum prunorum,M G Axtman,6 - June - VI,25,1970,,,,,,,1970,,,LACMENT593584_had_lbs.jpg
81434260,United States of America,Kern,California,Freeman Jct.,Andrena (Plastandrena) prunorum prunorum,R. R. Snelling,4 - April - IV,14,1987,,,,,,,14 / April / 1987,,,LACMENT593585_had_lbs.jpg
81434261,United States of America,Inyo,California,"Jackass Spring, Panamint Range",Andrena (Plastandrena) prunorum prunorum,R. R. Snelling,5 - May - V,4,1987,5 - May - V,6,1987,On flowers of Prunus fasciculata,,,,,6200',LACMENT593586_had_lbs.jpg
81434262,United States of America,Inyo,California,"Jackass Spring, Panamint Range",,R. R. Snelling,5 - May - V,4,1987,5 - May - V,6,1987,On flowers of Prunus fasciculata,,,4 - 6 / May / 1987,,"6,200'",LACMENT593587_had_lbs.jpg
81434263,United States of America,Inyo,California,"Jackass Spring, Panamint Range",Andrena (Plastandrena) prunorum prunorum,R. R. Snelling,5 - May - V,4,1987,5 - May - V,6,1987,On flowers of Prunus fasciculata,,,,,6200',LACMENT593588_had_lbs.jpg
81434264,United States of America,Denver,Colorado,Berkeley,Andrena (Plastandrena) prunorum prunorum,,Not shown,Not shown,Not shown,,,,,,,,,,LACMENT593589_had_lbs.jpg
81434265,United States of America,Denver,Colorado,Berkeley,Andrena (Plastandrena) prunorum prunorum,,Not shown,Not shown,Not shown,,,,,,,,,,LACMENT593590_had_lbs.jpg
81434266,United States of America,,Colorado,Berkeley,Andrena (Plastandrena) prunorum prunorum,,Not shown,Not shown,Not shown,,,,,,,,,,LACMENT593591_had_lbs.jpg
81434267,United States of America,Alameda,,Berkeley,,,Not shown,Not shown,Not shown,,,,,,,,,,LACMENT593592_had_lbs.jpg
81434268,Unknown Country,Denver,Colorado,Berkeley,Andrena (Plastandrena) prunorum prunorum. C510,,Not shown,Not shown,Not shown,,,,,,,,,,LACMENT593593_had_lbs.jpg
81434269,United States of America,Clear Creek,Colorado,Clear Creek,Andrena (Plastandrena) prunorum prunorum,unknown,Not shown,Not shown,Not shown,,,,unknown,,unknown,unknown,,,LACMENT593594_had_lbs.jpg
81434270,Unknown Country,,Colorado,,Andrena (Plastandrena) prunorum prunorum,,Not shown,Not shown,Not shown,,,,,,,,,,LACMENT593595_had_lbs.jpg
81434271,United States of America,Orange,California,Bolsa Chica State Reserve,Andrena (Plastandrena) prunorum prunorum; Bolsa Chica Insect Survey 1988-89 Station BC-7,"L. H. Shaw, J. F. Bradley",5 - May - V,20,1989,,,,,,,20 / V / 1989,,,LACMENT593596_had_lbs.jpg
81434273,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J.Hamton,5 - May - V,27,1967,,,,,,,,,,LACMENT593597_had_lbs.jpg
81434274,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R. J. Hamton,2 - February - II,12,1967,,,,Brassica,,,,,,LACMENT593598_had_lbs.jpg
81434275,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,12,1967,,,,Brassica,,,,,,LACMENT593599_had_lbs.jpg
81434276,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,12,1967,,,,Brassica,,,,,,LACMENT593600_had_lbs.jpg
81434277,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,12,1967,,,,Brassica,,,12 / II / 1967,,,LACMENT593601_had_lbs.jpg
81434278,United States of America,Los Angeles,California,Little Rock Dam,pAndrena (Plastandrena) prunorum prunorum,"J.P. Donahue, K E Donahue",4 - April - IV,1,1972,,,,,,,,,,LACMENT593602_had_lbs.jpg
81434279,United States of America,Los Angeles,California,Little Rock Dam,Andrena (Plastandrena) prunorum prunorum,J.P. & K.E. Donahue,4 - April - IV,1,1972,,,,,,,,,,LACMENT593603_had_lbs.jpg
81434280,United States of America,Los Angeles,California,L.A. State College,Andrena (Plastandrena) prunorum prunorum,C. Goodpasture,3 - March - III,11,1966,,,,,,,,,400 ft.,LACMENT593604_had_lbs.jpg
81434281,United States of America,Los Angeles,California,Palos Verdes,Andrena (Plastandrena) prunorum prunorum; No. 707,R.S. Erdmann,7 - July - VII,23,1956,,,,,,,,,,LACMENT593605_had_lbs.jpg
81434283,United States of America,Los Angeles,California,Long Beach,"Andrena (Plastandrena) prunorum prunorum; Andrena (Schizandrena) prunorum mariformis Cockerell, 1916",R. J. Hamton,2 - February - II,22,1967,,,,Brassica,,R. Hamton,1967,♀,,LACMENT593606_had_lbs.jpg
81434284,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,22,1967,,,,Brassica,,,,♀,,LACMENT593607_had_lbs.jpg
81434285,United States of America,Kern,California,Walker Pass Joshua Tree Woodland,Andrena (Plastandrena) prunorum prunorum,David E. Bixler,6 - June - VI,1,1973,,,,,,David E. Bixler,June 1st 1973,,5200',LACMENT593608_had_lbs.jpg
81434286,United States of America,Los Angeles,California,"Pearblossom, 6 mi. SE.",Andrena (Plastandrena) prunorum prunorum,R. R. Snelling,3 - March - III,16,1972,,,,,,,16 March 1972,,3500',LACMENT593609_had_lbs.jpg
81434287,Canada,,British Columbia,"Lillooet, Hwy 12",,JDC,7 - July - VII,9,1969,,,,,,,,,,LACMENT593610_had_lbs.jpg
81434288,United States of America,Los Angeles,California,"Little Rock Cr.,N.W. of Little Rock",Andrena (Plastandrena) prunorum prunorum; Andrena prunorum Ckll.,N. W. Moffitt,4 - April - IV,12,1963,,,,,,Timb.,,,,LACMENT593611_had_lbs.jpg
81434289,United States of America,Los Angeles,California,PalosVerdes,Andrena (Plastandrena) prunorum prunorum,ALMelander,7 - July - VII,15,1945,,,,,,,,,,LACMENT593612_had_lbs.jpg
81434290,United States of America,San Bernardino,California,Crestline,Andrena (Plastandrena) prunorum prunorum,A. L. Melander,6 - June - VI,19,1944,,,,,,,19 / 6 / 1944,,,LACMENT593613_had_lbs.jpg
81434291,United States of America,Los Angeles,California,Kenter Canyon,Andrena (Plastandrena) prunorum prunorum,C. D. Nagano,4 - April - IV,15,1979,,,,,,C.D.Nagano,,,,LACMENT593614_had_lbs.jpg
81434293,United States of America,Los Angeles,California,"Los Angeles, Kenter Canyon",Andrena (Plastandrena) prunorum prunorum,C. D. Nagano,4 - April - IV,13,1979,,,,,,,15 / April/ 1979,,,LACMENT593615_had_lbs.jpg
81434295,United States of America,Orange,California,U. Newport Bay,Andrena (Plastandrena) prunorum prunorum,,6 - June - VI,7,1966,,,,,,,,,,LACMENT593616_had_lbs.jpg
81434296,United States of America,Orange,California,U. Newport Bay,Andrena (Plastandrena) prunorum prunorum,,6 - June - VI,7,1966,,,,,,,VI / 7 / 1966,,,LACMENT593617_had_lbs.jpg
